name,title list,actor_id,gender,character,actor_popularity,movie_id,title
Anouk Aimée,Solomon,5682.0,1.0,Betsabea,0.84,58430,Solomon
Max von Sydow,Solomon,2201.0,2.0,Davide,4.895,58430,Solomon
Umberto Orsini,"Solomon, Esther",27166.0,2.0,Natan,1.096,58430,Solomon
Richard Dillane,Solomon,176227.0,2.0,Jeroboam,1.4,58430,Solomon
Marta Zoffoli,Solomon,1511147.0,1.0,Basemah,1.22,58430,Solomon
Ivan Kaye,Solomon,39683.0,2.0,Adonijah,0.733,58430,Solomon
G. W. Bailey,Solomon,27237.0,2.0,Azarel,2.155,58430,Solomon
Dexter Fletcher,Solomon,974.0,2.0,Rehoboam,2.185,58430,Solomon
Roger Hammond,Solomon,27660.0,2.0,Zadok,1.048,58430,Solomon
Michael Culkin,Solomon,8445.0,2.0,Hiram of Naphtali,0.6,58430,Solomon
Stefan Gubser,Solomon,44460.0,2.0,Abiathar,1.4,58430,Solomon
Pete Lee-Wilson,Solomon,24605.0,2.0,Ahlijah,0.6,58430,Solomon
Ahmed Boulane,Solomon,27664.0,2.0,Farmir Sidon,0.98,58430,Solomon
Thom Hoffman,Solomon,7572.0,2.0,General Brealah,1.578,58430,Solomon
Abderrahim Bargache,Solomon,929542.0,0.0,Stafholder,0.6,58430,Solomon
Vadim Glowna,Solomon,20016.0,2.0,King Hiram,1.96,58430,Solomon
Abdelkader Lofti,Solomon,2920854.0,0.0,Sandalmaker,0.6,58430,Solomon
Rachid Fekkak,Solomon,27657.0,0.0,Horseman,0.6,58430,Solomon
Fengirou,Solomon,2920855.0,0.0,Owner,0.6,58430,Solomon
Rachid El Ouali,Solomon,1050865.0,2.0,Soldier,1.22,58430,Solomon
Hassan El Fad,Solomon,1587496.0,2.0,Customer,0.6,58430,Solomon
Mustapha Salamat,Solomon,27674.0,0.0,Old Man,0.6,58430,Solomon
Mohamed Benbrahim,Solomon,568718.0,0.0,Second Old Man,0.6,58430,Solomon
Mohamed Khyya,Solomon,2920859.0,0.0,Third Old Man,0.6,58430,Solomon
Aziz Janah,"Moses, Solomon",27417.0,0.0,Man with Horse,0.6,58430,Solomon
Mohamed Bensouda,Solomon,27288.0,0.0,Barman,0.6,58430,Solomon
David Suchet,"Moses, Solomon",20277.0,2.0,Joab,5.549,58430,Solomon
Adil El Hacium,Solomon,2920864.0,0.0,Angry Man,0.6,58430,Solomon
Naïma Lamcharki,Solomon,1201920.0,1.0,Third wife,0.829,58430,Solomon
Larbi Sassi,Solomon,2623863.0,0.0,Second Man,0.6,58430,Solomon
Ibrahim Abbes,Solomon,2920865.0,0.0,Third Man,0.6,58430,Solomon
Nick Deal,Solomon,1585176.0,0.0,Young Man in Council,0.6,58430,Solomon
Zaki Houari,Solomon,27658.0,0.0,Old Man in Council,0.6,58430,Solomon
Saïda Baadi,Solomon,1319206.0,1.0,First Wife,0.6,58430,Solomon
Chakara Istissam,Solomon,2920871.0,1.0,Second Wife,0.6,58430,Solomon
Lloyd Martin,Solomon,2920873.0,0.0,Young Rehoboam,0.6,58430,Solomon
Siham Assif,Solomon,2088842.0,0.0,Egyptian Bride,0.6,58430,Solomon
Mohamed Majd,Solomon,130022.0,2.0,Hanani,0.71,58430,Solomon
Emma Komlosy,Solomon,2920874.0,0.0,Sheba's Court Member,0.6,58430,Solomon
Oliver Robsom,Solomon,2920875.0,0.0,"Rehoboam, 12 years old",0.6,58430,Solomon
Yul Brynner,"The Ten Commandments, Solomon and Sheba",14528.0,2.0,Solomon,2.963,29996,Solomon and Sheba
Gina Lollobrigida,Solomon and Sheba,19534.0,1.0,Sheba,5.361,29996,Solomon and Sheba
George Sanders,"Samson and Delilah, Solomon and Sheba, Jupiter's Darling",3361.0,2.0,Adonijah,2.211,29996,Solomon and Sheba
Marisa Pavan,Solomon and Sheba,117617.0,1.0,Abishag,1.33,29996,Solomon and Sheba
David Farrar,"Solomon and Sheba, The 300 Spartans",91617.0,2.0,Pharaoh,0.98,29996,Solomon and Sheba
John Crawford,"Solomon and Sheba, Slaves of Babylon, Serpent of the Nile",15693.0,2.0,Joab,2.227,29996,Solomon and Sheba
Finlay Currie,"Solomon and Sheba, Cleopatra",10027.0,2.0,David,1.96,29996,Solomon and Sheba
Harry Andrews,"Solomon and Sheba, Alexander the Great",19463.0,2.0,Baltor,2.146,29996,Solomon and Sheba
José Nieto,"Solomon and Sheba, Alexander the Great",14822.0,2.0,Ahab,0.629,29996,Solomon and Sheba
Maruchi Fresno,Solomon and Sheba,1031918.0,1.0,Bathsheba,1.38,29996,Solomon and Sheba
William Devlin,"Solomon and Sheba, Adventure Story",552409.0,2.0,Nathan,0.694,29996,Solomon and Sheba
Jack Gwillim,Solomon and Sheba,13331.0,2.0,Josiah,0.94,29996,Solomon and Sheba
Jean Anderson,Solomon and Sheba,39028.0,1.0,Takyan,1.62,29996,Solomon and Sheba
Laurence Naismith,Solomon and Sheba,69764.0,2.0,Hezrai,2.195,29996,Solomon and Sheba
Julio Peña,"Solomon and Sheba, Alexander the Great",12742.0,2.0,Zadok,0.994,29996,Solomon and Sheba
Claude Dantes,Solomon and Sheba,99509.0,0.0,Mother of Disputed Child (uncredited),0.6,29996,Solomon and Sheba
Félix de Pomés,Solomon and Sheba,89775.0,0.0,Egyptian General (uncredited),0.828,29996,Solomon and Sheba
Alejandro Rey,Solomon and Sheba,83851.0,2.0,Sittar (uncredited),0.761,29996,Solomon and Sheba
Anne Scott,Solomon and Sheba,2896433.0,0.0,Girl (uncredited),0.6,29996,Solomon and Sheba
Virgílio Teixeira,"Solomon and Sheba, Alexander the Great, Alexander the Great",103469.0,2.0,(uncredited),0.652,29996,Solomon and Sheba
Amin Zendegani,The Kingdom of Solomon,2693170.0,2.0,King Solomon,0.6,153779,The Kingdom of Solomon
Mahmoud Pakniat,The Kingdom of Solomon,2049323.0,2.0,Yazar,0.98,153779,The Kingdom of Solomon
Elham Hamidi,The Kingdom of Solomon,1470016.0,1.0,Miriam,2.481,153779,The Kingdom of Solomon
Hossein Mahjoub,The Kingdom of Solomon,135901.0,2.0,Asif ibn Barkhiya,0.6,153779,The Kingdom of Solomon
Alireza Kamali,The Kingdom of Solomon,1588048.0,2.0,Adonijah,0.709,153779,The Kingdom of Solomon
Zahra Saeidi,"The Kingdom of Solomon, Saint Mary",2673486.0,1.0,Michal,0.98,153779,The Kingdom of Solomon
Mehdi Faghih,The Kingdom of Solomon,1701514.0,2.0,Ara,0.6,153779,The Kingdom of Solomon
Javad Taheri,The Kingdom of Solomon,1261852.0,2.0,Absalom,0.6,153779,The Kingdom of Solomon
Sirous Saber,The Kingdom of Solomon,2698970.0,2.0,Joab,0.6,153779,The Kingdom of Solomon
Yousef Bakhtiari,The Kingdom of Solomon,2680211.0,2.0,Raeil,0.6,153779,The Kingdom of Solomon
Ali Bokaeian,The Kingdom of Solomon,2698971.0,2.0,Moeir,0.6,153779,The Kingdom of Solomon
Zhale Olov,The Kingdom of Solomon,2181506.0,1.0,,0.6,153779,The Kingdom of Solomon
Yvonne Furneaux,"The Lion of Thebes, I Am Semiramis",5962.0,1.0,Semiramis,1.546,60915,I Am Semiramis
John Ericson,I Am Semiramis,41231.0,2.0,Kir,1.96,60915,I Am Semiramis
Renzo Ricci,I Am Semiramis,231979.0,2.0,Minurte,0.608,60915,I Am Semiramis
Gianni Rizzo,I Am Semiramis,132488.0,2.0,Ghelas,1.286,60915,I Am Semiramis
Germano Longo,"I Am Semiramis, Duel of the Titans",19585.0,2.0,Omnos,1.4,60915,I Am Semiramis
John Bartha,I Am Semiramis,5816.0,2.0,Althar,0.764,60915,I Am Semiramis
Nino Di Napoli,I Am Semiramis,45985.0,0.0,Adath - The King's Son,0.6,60915,I Am Semiramis
Valérie Camille,I Am Semiramis,1206571.0,1.0,Dancer,0.6,60915,I Am Semiramis
Mario Laurentino,I Am Semiramis,2087999.0,2.0,Oerte,0.6,60915,I Am Semiramis
Piero Pastore,I Am Semiramis,1139841.0,2.0,Shabli,0.6,60915,I Am Semiramis
Mario Passante,I Am Semiramis,5409.0,0.0,Naval Constructor,1.094,60915,I Am Semiramis
Ugo Sasso,"I Am Semiramis, Goliath and the Sins of Babylon",46546.0,2.0,Omnos' Officer,0.6,60915,I Am Semiramis
Annamaria Ubaldi,I Am Semiramis,1206572.0,0.0,Maid,0.6,60915,I Am Semiramis
Harold Bradley,"I Am Semiramis, Goliath and the Sins of Babylon",1046594.0,0.0,Slave,0.6,60915,I Am Semiramis
Antonio Corevi,I Am Semiramis,91817.0,2.0,Zagros,0.6,60915,I Am Semiramis
Lucio De Santis,I Am Semiramis,1121968.0,0.0,Marduk,0.917,60915,I Am Semiramis
Charles Fawcett,"I Am Semiramis, The Loves of Salammbo",101591.0,2.0,High Priest,0.6,60915,I Am Semiramis
Massimo Giuliani,I Am Semiramis,1361467.0,0.0,Adarte,1.4,60915,I Am Semiramis
Umberto Silvestri,I Am Semiramis,1111036.0,2.0,Wrestler,0.6,60915,I Am Semiramis
José Torres,I Am Semiramis,88687.0,2.0,Pharaoh's Messenger,0.84,60915,I Am Semiramis
Aldo Vasco,I Am Semiramis,119433.0,0.0,Wrestler,0.6,60915,I Am Semiramis
Lorena Velázquez,The Shame of the Sabine Women,105127.0,1.0,Hersilia,0.997,366585,The Shame of the Sabine Women
Tere Velázquez,The Shame of the Sabine Women,231957.0,1.0,Rhea,2.429,366585,The Shame of the Sabine Women
Wolf Ruvinskis,The Shame of the Sabine Women,102304.0,2.0,Rómulo,2.468,366585,The Shame of the Sabine Women
Alex Johnson,The Shame of the Sabine Women,2577427.0,0.0,Hostes,0.6,366585,The Shame of the Sabine Women
Luis Induni,The Shame of the Sabine Women,31753.0,2.0,Tito Tacio,1.4,366585,The Shame of the Sabine Women
Leandro Vizcaíno,The Shame of the Sabine Women,2362549.0,0.0,Horacio,0.6,366585,The Shame of the Sabine Women
Juanita Crespi,The Shame of the Sabine Women,2917945.0,0.0,Egea,0.6,366585,The Shame of the Sabine Women
Carolina Jiménez,The Shame of the Sabine Women,565851.0,1.0,Mujer rebelde,0.6,366585,The Shame of the Sabine Women
J. Olivier,The Shame of the Sabine Women,2917946.0,0.0,Hombre rudo,0.6,366585,The Shame of the Sabine Women
Juan Monfort,The Shame of the Sabine Women,1881005.0,0.0,Acron,0.6,366585,The Shame of the Sabine Women
Victor Ruiz,The Shame of the Sabine Women,2917947.0,0.0,Remo,0.6,366585,The Shame of the Sabine Women
Víctor Vyo,The Shame of the Sabine Women,2917948.0,0.0,,0.6,366585,The Shame of the Sabine Women
María Antonia Palmer,The Shame of the Sabine Women,1916109.0,1.0,,0.6,366585,The Shame of the Sabine Women
Julio Albadalejo,The Shame of the Sabine Women,2917951.0,0.0,,0.6,366585,The Shame of the Sabine Women
Clotilde Gijón,The Shame of the Sabine Women,2903215.0,0.0,,0.6,366585,The Shame of the Sabine Women
Marín Rodríguez,The Shame of the Sabine Women,2917952.0,0.0,,0.6,366585,The Shame of the Sabine Women
Salvador Torruella,The Shame of the Sabine Women,2917953.0,0.0,,0.6,366585,The Shame of the Sabine Women
Ángel Lombarte,The Shame of the Sabine Women,237354.0,0.0,,0.98,366585,The Shame of the Sabine Women
Alessandro Borghi,The First King,1395660.0,2.0,Remus,2.244,565179,The First King
Alessio Lapice,The First King,1880993.0,2.0,Romulus,2.774,565179,The First King
Fabrizio Rongione,The First King,70312.0,2.0,Lars,1.803,565179,The First King
Massimiliano Rossi,The First King,1668746.0,2.0,Tefarie,1.215,565179,The First King
Tania Garribba,The First King,1912247.0,1.0,Satnei,3.037,565179,The First King
Lorenzo Gleijeses,The First King,2132130.0,0.0,Purtnass,0.98,565179,The First King
Vincenzo Crea,The First King,1706380.0,2.0,Elaxantre,1.22,565179,The First King
Max Malatesta,The First King,1272358.0,2.0,Veltur,1.244,565179,The First King
Fiorenzo Mattu,The First King,1919887.0,0.0,Mamercus,1.094,565179,The First King
Gabriel Montesi,The First King,2197426.0,2.0,Adieis,0.764,565179,The First King
Antonio Orlando,The First King,2232352.0,0.0,Erennis,1.62,565179,The First King
Vincenzo Pirrotta,The First King,1998365.0,0.0,Cai,0.84,565179,The First King
Michael Schermi,The First King,583820.0,0.0,Aranth,0.98,565179,The First King
Ludovico Succio,The First King,1345542.0,0.0,Marce,0.6,565179,The First King
Martinus Tocchi,The First King,2197428.0,0.0,Lubcef,0.6,565179,The First King
Marina Occhionero,The First King,1932376.0,1.0,Acca Larentia,1.684,565179,The First King
Danilo Sarappa,The First King,2316732.0,0.0,Picus,0.6,565179,The First King
Federico Diust,The First King,2316733.0,0.0,Tias,0.6,565179,The First King
Emilio De Marchi,The First King,118586.0,2.0,Testa di Lupo,1.4,565179,The First King
Marzia Pellegrino,The First King,2316734.0,0.0,Velia,0.6,565179,The First King
Ludovico Micara,The First King,2316735.0,0.0,Aulo,0.6,565179,The First King
Nina Fotaras,The First King,2251146.0,1.0,Ramtha,3.136,565179,The First King
Luca Elmi,The First King,2016273.0,0.0,Maccus,0.6,565179,The First King
Riccardo Mioni,The First King,1060274.0,0.0,Nobile Albalonga,0.6,565179,The First King
Steve Reeves,"Duel of the Titans, The Giant of Marathon, The Slave",39162.0,2.0,Romulus,4.316,96786,Duel of the Titans
Gordon Scott,"Duel of the Titans, Hero of Babylon, A Queen for Caesar",129313.0,2.0,Remus,1.4,96786,Duel of the Titans
Virna Lisi,Duel of the Titans,31895.0,1.0,Julia,3.539,96786,Duel of the Titans
Franco Volpi,"Duel of the Titans, A Queen for Caesar",50008.0,0.0,Amulio,0.6,96786,Duel of the Titans
Massimo Girotti,Duel of the Titans,18340.0,2.0,Tazio,1.388,96786,Duel of the Titans
Jacques Sernas,"Duel of the Titans, The Loves of Salammbo, The Slave",102026.0,2.0,Curzio,2.52,96786,Duel of the Titans
Laura Solari,Duel of the Titans,1315106.0,1.0,Rea Silvia,0.728,96786,Duel of the Titans
Germano Longo,"I Am Semiramis, Duel of the Titans",19585.0,2.0,Scebro,1.4,96786,Duel of the Titans
Ornella Vanoni,Duel of the Titans,1265935.0,1.0,Tarpeia,1.008,96786,Duel of the Titans
Piero Lulli,"Fury of Achilles, Duel of the Titans, Goliath and the Sins of Babylon, Caesar Against the Pirates",45035.0,2.0,Sulpicius,1.666,96786,Duel of the Titans
Enrico Montesano,Romulus and Remus: The Story of Two Sons of a Wolf,21237.0,2.0,Remo e Papirio,0.6,412225,Romulus and Remus: The Story of Two Sons of a Wolf
Pippo Franco,Romulus and Remus: The Story of Two Sons of a Wolf,129589.0,2.0,Romolo,1.102,412225,Romulus and Remus: The Story of Two Sons of a Wolf
Gabriella Ferri,Romulus and Remus: The Story of Two Sons of a Wolf,1668790.0,0.0,Lupa,0.6,412225,Romulus and Remus: The Story of Two Sons of a Wolf
Maurizio Arena,Romulus and Remus: The Story of Two Sons of a Wolf,131306.0,0.0,Marte,1.8,412225,Romulus and Remus: The Story of Two Sons of a Wolf
Maria Grazia Buccella,Romulus and Remus: The Story of Two Sons of a Wolf,98790.0,1.0,Rea Silvia,1.746,412225,Romulus and Remus: The Story of Two Sons of a Wolf
Oreste Lionello,Romulus and Remus: The Story of Two Sons of a Wolf,103115.0,2.0,Etrusco,1.164,412225,Romulus and Remus: The Story of Two Sons of a Wolf
Roger Moore,"Romulus and the Sabines, Caesar and Cleopatra",10222.0,2.0,Romulus,4.014,138519,Romulus and the Sabines
Mylène Demongeot,"Romulus and the Sabines, The Giant of Marathon",19646.0,1.0,Rea,3.086,138519,Romulus and the Sabines
Jean Marais,Romulus and the Sabines,9741.0,2.0,Marte,2.659,138519,Romulus and the Sabines
Rosanna Schiaffino,Romulus and the Sabines,30927.0,1.0,Venere,1.006,138519,Romulus and the Sabines
Scilla Gabel,Romulus and the Sabines,57497.0,1.0,Dusia,1.4,138519,Romulus and the Sabines
Marino Masé,Romulus and the Sabines,39151.0,2.0,Leno,0.944,138519,Romulus and the Sabines
Giorgia Moll,Romulus and the Sabines,3786.0,1.0,Lavinia,2.101,138519,Romulus and the Sabines
Folco Lulli,"Romulus and the Sabines, Esther and the King",2568.0,2.0,King Titus Tazio,1.614,138519,Romulus and the Sabines
Luisa Mattioli,Romulus and the Sabines,1157919.0,1.0,Silvia,0.6,138519,Romulus and the Sabines
Francis Blanche,Romulus and the Sabines,39645.0,2.0,Mezio,1.094,138519,Romulus and the Sabines
Nietta Zocchi,Romulus and the Sabines,228863.0,1.0,"Ersilia, Titus' Wife",0.98,138519,Romulus and the Sabines
Dina De Santis,Romulus and the Sabines,1042793.0,1.0,Marzia,1.614,138519,Romulus and the Sabines
Claude Cory,Romulus and the Sabines,1880879.0,2.0,Tarquinius,0.6,138519,Romulus and the Sabines
Walter Barnes,Romulus and the Sabines,33544.0,2.0,Stilicone,1.095,138519,Romulus and the Sabines
Dada Gallotti,"Fury of Achilles, Romulus and the Sabines, Toto and Cleopatra",31548.0,1.0,Flaminia,1.03,138519,Romulus and the Sabines
Rhonda Fleming,"The Queen of Babylon, Serpent of the Nile",10160.0,1.0,Semiramide,4.06,223168,The Queen of Babylon
Ricardo Montalban,The Queen of Babylon,1793.0,2.0,Amal,3.44,223168,The Queen of Babylon
Roldano Lupi,The Queen of Babylon,33638.0,0.0,Assur,0.98,223168,The Queen of Babylon
Carlo Ninchi,The Queen of Babylon,225484.0,2.0,Sibari,1.38,223168,The Queen of Babylon
Tamara Lees,The Queen of Babylon,236562.0,1.0,Lisia,0.648,223168,The Queen of Babylon
Armando Annuale,The Queen of Babylon,1560722.0,0.0,Soldier,0.6,223168,The Queen of Babylon
Richard Conte,Slaves of Babylon,3090.0,2.0,Nahum,1.498,350806,Slaves of Babylon
Linda Christian,Slaves of Babylon,117112.0,1.0,Princess Panthea,0.979,350806,Slaves of Babylon
Maurice Schwartz,Slaves of Babylon,1053958.0,2.0,The Prophet Daniel,0.6,350806,Slaves of Babylon
Terry Kilburn,Slaves of Babylon,81933.0,2.0,King Cyrus,3.345,350806,Slaves of Babylon
Michael Ansara,"The Egyptian, The Ten Commandments, Slaves of Babylon, Serpent of the Nile",16074.0,2.0,Prince Belshazzar,3.423,350806,Slaves of Babylon
Leslie Bradley,Slaves of Babylon,102746.0,2.0,King Nebuchadnezzar,1.788,350806,Slaves of Babylon
Ruth Storey,Slaves of Babylon,87687.0,0.0,Rachel,0.6,350806,Slaves of Babylon
John Crawford,"Solomon and Sheba, Slaves of Babylon, Serpent of the Nile",15693.0,2.0,Avil,2.227,350806,Slaves of Babylon
Ric Roman,Slaves of Babylon,124847.0,0.0,Daniel's aide,1.4,350806,Slaves of Babylon
Robert Griffin,"Slaves of Babylon, Serpent of the Nile",136126.0,2.0,King Astyages,1.62,350806,Slaves of Babylon
Beatrice Maude,Slaves of Babylon,1489284.0,0.0,Cyrus' foster mother,0.609,350806,Slaves of Babylon
Wheaton Chambers,Slaves of Babylon,32221.0,2.0,Cyrus' foster father,1.4,350806,Slaves of Babylon
Paul Purcell,Slaves of Babylon,1184609.0,0.0,Overseer,0.6,350806,Slaves of Babylon
Julie Newmar,"Slaves of Babylon, Serpent of the Nile",15973.0,1.0,Dancer Assassin,8.228,350806,Slaves of Babylon
Mark Forest,"The Lion of Thebes, Son of Samson, Goliath and the Sins of Babylon",980234.0,0.0,Maciste / Goliath / Marcellus,1.094,150912,Goliath and the Sins of Babylon
José Greci,Goliath and the Sins of Babylon,1046559.0,1.0,Regia / Chelima,1.62,150912,Goliath and the Sins of Babylon
Giuliano Gemma,Goliath and the Sins of Babylon,15139.0,2.0,Xandros,1.467,150912,Goliath and the Sins of Babylon
Erno Crisa,"Goliath and the Sins of Babylon, Caesar Against the Pirates",37728.0,2.0,Morakeb,1.014,150912,Goliath and the Sins of Babylon
Mimmo Palmara,"Goliath and the Sins of Babylon, The Colossus of Rhodes",22477.0,2.0,Alceas,2.111,150912,Goliath and the Sins of Babylon
Livio Lorenzon,Goliath and the Sins of Babylon,5817.0,2.0,Evandro,0.728,150912,Goliath and the Sins of Babylon
Piero Lulli,"Fury of Achilles, Duel of the Titans, Goliath and the Sins of Babylon, Caesar Against the Pirates",45035.0,2.0,Pergasos,1.666,150912,Goliath and the Sins of Babylon
Paul Müller,Goliath and the Sins of Babylon,101549.0,2.0,King Rukus,1.4,150912,Goliath and the Sins of Babylon
Eleonora Bianchi,"Fury of Achilles, Goliath and the Sins of Babylon",237380.0,1.0,Sacrifical Victim,1.216,150912,Goliath and the Sins of Babylon
Jacques Herlin,Goliath and the Sins of Babylon,6784.0,2.0,Phoenician Merchant,1.96,150912,Goliath and the Sins of Babylon
Alfio Caltabiano,"Goliath and the Sins of Babylon, The Colossus of Rhodes",1125205.0,0.0,Meneos,1.589,150912,Goliath and the Sins of Babylon
Arnaldo Fabrizio,Goliath and the Sins of Babylon,1191216.0,0.0,Goliath the Dwarf,0.695,150912,Goliath and the Sins of Babylon
Ugo Sasso,"I Am Semiramis, Goliath and the Sins of Babylon",46546.0,2.0,Father of a Sacrificial Victim,0.6,150912,Goliath and the Sins of Babylon
Harold Bradley,"I Am Semiramis, Goliath and the Sins of Babylon",1046594.0,0.0,Regia's Servant,0.6,150912,Goliath and the Sins of Babylon
Calisto Calisti,Goliath and the Sins of Babylon,1072166.0,2.0,"Delos, King's Adviser",0.6,150912,Goliath and the Sins of Babylon
Nello Pazzafini,"Goliath and the Sins of Babylon, The Colossus of Rhodes, Hannibal",32679.0,2.0,Gladiator,0.87,150912,Goliath and the Sins of Babylon
Loris Loddi,"Moses, Goliath and the Sins of Babylon",7196.0,2.0,Child Brother of a Sacrificial Victim,0.84,150912,Goliath and the Sins of Babylon
Emilio Messina,Goliath and the Sins of Babylon,1127104.0,2.0,Guard,0.621,150912,Goliath and the Sins of Babylon
Gianni Di Segni,Goliath and the Sins of Babylon,3330610.0,2.0,Various Roles (uncredited),0.6,150912,Goliath and the Sins of Babylon
Gordon Scott,"Duel of the Titans, Hero of Babylon, A Queen for Caesar",129313.0,2.0,Nippur,1.4,330390,Hero of Babylon
Geneviève Grad,Hero of Babylon,39092.0,1.0,Tamira,2.799,330390,Hero of Babylon
Andrea Scotti,Hero of Babylon,128435.0,2.0,Namar,1.026,330390,Hero of Babylon
Célina Cély,Hero of Babylon,548322.0,0.0,Agar,0.6,330390,Hero of Babylon
Moira Orfei,"Hero of Babylon, Toto and Cleopatra",32379.0,1.0,Ura,1.529,330390,Hero of Babylon
Louis Jourdan,Amazons of Rome,10508.0,2.0,Drusco,5.06,164302,Amazons of Rome
Sylvia Syms,Amazons of Rome,15736.0,1.0,Clelia,1.736,164302,Amazons of Rome
Jean Chevrier,Amazons of Rome,543751.0,2.0,"Porcenna, Etruscan leader",0.766,164302,Amazons of Rome
Nicole Courcel,Amazons of Rome,112198.0,1.0,"Lucilla, Porcenna's wife",1.176,164302,Amazons of Rome
Ettore Manni,"Amazons of Rome, Legions of the Nile",563809.0,2.0,"Horatio / Cocles, Roman Consul",0.84,164302,Amazons of Rome
Paola Falchi,Amazons of Rome,1145705.0,0.0,Aurelia,0.6,164302,Amazons of Rome
Renaud Mary,Amazons of Rome,251083.0,2.0,Stravos,0.6,164302,Amazons of Rome
Michel Piccoli,Amazons of Rome,3784.0,2.0,Console Publicola,3.21,164302,Amazons of Rome
Corrado Pani,"Amazons of Rome, A Queen for Caesar",123910.0,2.0,Muzio Scevola,1.411,164302,Amazons of Rome
Nicolas Vogel,Amazons of Rome,39956.0,2.0,Rasmal,1.38,164302,Amazons of Rome
María Luisa Rolando,Amazons of Rome,1145706.0,0.0,Donna Romana,0.6,164302,Amazons of Rome
Carlo Giustini,Amazons of Rome,46545.0,0.0,Bruto,0.832,164302,Amazons of Rome
Steve Reeves,"Duel of the Titans, The Giant of Marathon, The Slave",39162.0,2.0,Phillipides,4.316,18696,The Giant of Marathon
Mylène Demongeot,"Romulus and the Sabines, The Giant of Marathon",19646.0,1.0,Andromeda,3.086,18696,The Giant of Marathon
Sergio Fantoni,"The Giant of Marathon, Esther and the King",34596.0,2.0,Teocrito,1.218,18696,The Giant of Marathon
Daniela Rocca,"The Giant of Marathon, Esther and the King, Legions of the Nile",83461.0,1.0,Karis,2.744,18696,The Giant of Marathon
Philippe Hersent,The Giant of Marathon,50780.0,2.0,Callimaco,0.631,18696,The Giant of Marathon
Alberto Lupo,The Giant of Marathon,89125.0,2.0,Milziade,0.624,18696,The Giant of Marathon
Gianni Loti,The Giant of Marathon,1060041.0,0.0,Teucro,0.6,18696,The Giant of Marathon
Daniele Vargas,The Giant of Marathon,39020.0,2.0,"Dari0, re di Persia",0.605,18696,The Giant of Marathon
Anita Todesco,"Fury of Achilles, The Giant of Marathon",114421.0,1.0,amica di Andromeda,0.6,18696,The Giant of Marathon
Ivo Garrani,"The Giant of Marathon, The Slave",84251.0,0.0,Creuso,0.694,18696,The Giant of Marathon
Sergio Ciani,The Giant of Marathon,1034608.0,2.0,Euros,0.833,18696,The Giant of Marathon
Franco Fantasia,"The Egyptian, The Giant of Marathon",33820.0,2.0,senatore,1.22,18696,The Giant of Marathon
Ignazio Balsamo,The Giant of Marathon,1082124.0,2.0,capitano della nave,0.608,18696,The Giant of Marathon
Gérard Herter,The Giant of Marathon,80692.0,2.0,Hippia,0.649,18696,The Giant of Marathon
Rinaldo Zamperla,"The Giant of Marathon, The Loves of Salammbo",50787.0,0.0,gladiatore,0.84,18696,The Giant of Marathon
Richard Egan,"The 300 Spartans, Esther and the King",93105.0,2.0,King Leonidas,3.665,19972,The 300 Spartans
Ralph Richardson,The 300 Spartans,12689.0,2.0,Themistocles of Athens,1.425,19972,The 300 Spartans
Diane Baker,The 300 Spartans,6930.0,1.0,Ellas,4.715,19972,The 300 Spartans
Barry Coe,The 300 Spartans,16199.0,2.0,Phylon,0.6,19972,The 300 Spartans
David Farrar,"Solomon and Sheba, The 300 Spartans",91617.0,2.0,Xerxes,0.98,19972,The 300 Spartans
Donald Houston,The 300 Spartans,38358.0,2.0,Hydarnes,1.4,19972,The 300 Spartans
Anna Synodinou,The 300 Spartans,93956.0,0.0,Gorgo,0.732,19972,The 300 Spartans
Robert Brown,The 300 Spartans,10513.0,2.0,Pentheus,1.4,19972,The 300 Spartans
Gerard Butler,300,17276.0,2.0,King Leonidas,14.771,1271,300
Lena Headey,"300, 300: Rise of an Empire",17286.0,1.0,Queen Gorgo,11.57,1271,300
Dominic West,300,17287.0,2.0,Theron,5.276,1271,300
David Wenham,"300, 300: Rise of an Empire",1371.0,2.0,Dilios,7.883,1271,300
Vincent Regan,"Troy, 300",9831.0,2.0,Captain,4.739,1271,300
Michael Fassbender,300,17288.0,2.0,Stelios,10.506,1271,300
Tom Wisdom,300,17292.0,2.0,Astinos,1.4,1271,300
Stephen McHattie,300,230.0,2.0,Loyalist,4.633,1271,300
Andrew Tiernan,"300, 300: Rise of an Empire",17290.0,2.0,Ephialtes,2.214,1271,300
Andrew Pleavin,"300, 300: Rise of an Empire",17291.0,2.0,Daxos,1.208,1271,300
Rodrigo Santoro,"300, 300: Rise of an Empire",17289.0,2.0,Xerxes,4.608,1271,300
Giovani Cimmino,300,17293.0,2.0,Pleistarchos,0.6,1271,300
Tyler Neitzel,300,17294.0,2.0,Leonidas at 15 yrs,1.025,1271,300
Eli Snyder,300,963118.0,2.0,Leonidas at 7 / 8 yrs,1.303,1271,300
Tim Connolly,"300, Meet the Spartans",1089920.0,2.0,Leonidas' Father,1.4,1271,300
Marie-Julie Rivest,300,181248.0,1.0,Leonidas' Mother,0.6,1271,300
Peter Mensah,"300, 300: Rise of an Empire",68278.0,2.0,Messenger,3.699,1271,300
Arthur Holden,300,115596.0,2.0,Partisan,1.4,1271,300
Michael Sinelnikoff,300,29463.0,2.0,Elder councilman,1.4,1271,300
Kelly Craig,300,1089919.0,1.0,Oracle Girl,2.221,1271,300
