,genre_ids,id,overview,popularity,release_date,title,vote_average,vote_count,keyword,est_date
167,"[18, 36]",289145,"This film is an exploration of what happens to places in general, and people in particular, once the menfolk abandon an Egyptian village to investigate the greener-grass on the proverbial 'other side'. The womenfolk, those too old and those too young are left behind... and as the years pass, only letters return, telling tales of loneliness and hard-times. A young man, Ahmed, grows-up under these surroundings and has to deal with being the de-facto man-in-charge; when several of the migrant workers return one day, everyone has to come to terms with things being forever changed.",0.787,1998-08-08,Date Wine,7.5,4,['Egypt'],[-3150]
168,[],275899,"Travel with mythology expert Joseph Campbell as he explores shared iconic imagery that marks the human experience and influences our ability to dream and find our spiritual center. Campbell suggests that all religions share the same path to enlightenment, but it's up to us to make the actual journey. Evidence of the commonality of mythological symbols is investigated in the ruins of Ajanta in India, Delphi in Greece and Stonehenge in England. -",0.63,1998-10-27,Joseph Campbell: Sukhavati,7.0,1,['Stonehenge'],[-2500]
169,"[18, 36]",33201,"The young Jeremiah grows up in a priest's family in the village of Anathoth, near Jerusalem. God appears to Jeremiah in different human guises on several occasions, and makes it clear to him that he has been selected to announce God's message to the people of Jerusalem",6.688,1998-12-14,Jeremiah,5.7,18,['Jerusalem'],[-2800]
170,"[35, 18]",49119,"It's 1968 and the Whit clan are reuniting for the burial of Grandpa Sparta (Martin Sheen). But Sparta still has some secrets to reveal to his family and wisdom to impart to his grandson, in this whimsical comedy from the writer of The Bourne Identity.",1.689,1999-01-01,A Texas Funeral,5.1,6,['Sparta'],[-1000]
171,"[36, 18]",333297,"Sohrab, a provincial young writer, is lost in the desert on the way to Tehran to get a publication license for his book on old Persian poetry, but the trip involves some bizarre events.",0.6,1999-01-02,Iran Is My Land,6.3,3,"['Persia', 'Persian']","[-550, -550]"
172,[],812329,"Korean martial arts movie starring Ricky Jun and Lee In-Seop. Special guest Won Jin ""The Scorpion King"".",0.6,1999-01-03,Venomous,4.0,1,['Scorpion King'],[-3100]
173,[35],24700,"Egon er fratatt bowler og sigar og er installert på Solgløtt aldershjem. Benny livnærer seg på budtjeneste og taxi. Dynamitt-Harry hinker rundt etter et sprengningsuhell i Romeriksporten, mens Valgborg stuller hjemme alene etter Kjells bortgang og trøster seg med at så lenge det er tomflasker i huset, er det håp.",1.606,1999-02-19,Olsenbandens siste stikk,6.5,4,['Rome'],[-753]
174,[35],61751,"Natasha goes to Limburg to collect her brother Ramses, who has joined a sect, so he can consent to cutting their father's life support.",1.532,1999-04-17,Jesus Is a Palestinian,8.0,2,['Ramses'],[-1250]
175,[28],154600,"Deep in the mind of Steven Colin (Daniel Bernhardt) the secret of an ancient martial arts power lay dormant...In a former life, Colin wielded the forceful sword of Alexander the Great. Now in 2003, his enemies are back and are determined to seek the man who would be king and destroy him for all eternity.",1.686,1999-12-28,G2,4.1,8,['Alexander the Great'],[-356]
176,[],223436,"Aladdin and his new friend Paige visit English kings, Egyptian queens, come face to face with a Tyrannosaurus Rex, and walk the gangplank with Blackbeard the Pirate, in search of a stolen magic lamp.",0.957,2000-01-01,Aladdin and the Adventure of All Time,6.0,1,['Egypt'],[-3150]
177,"[53, 18]",468164,"A tragedy in which a young woman from an Arab tribe, prevented from marrying her non-Arab Persian lover is forced against her wishes to marry her cousin.",0.681,2000-01-01,The Bride of Fire,6.3,3,"['Persia', 'Persian']","[-550, -550]"
178,"[18, 36]",58441,"The people of Jerusalem are suffering under the reign of HEROD, and are hoping to be delivered from the Roman occupiers by the Messiah whose arrival, it is rumored, is to take place very soon. Unlike his nephew JUDAS, who wants to join the zealots (freedom fighters), the 35-year-old widower JOSEPH is not interested in participating in any fighting against the Romans.",1.45,2000-01-05,Joseph of Nazareth,5.3,4,['Jerusalem'],[-2800]
179,"[80, 18, 53]",51179,"Bruno, a sadistic criminal, wants clever con man Leo out of the way. Leo and his equally clever wife, Lily, are up to something. So too is Julius: he hires Leo to kill Gloria, Julius's wife. Leo does it, but then Julius shows up with the murder on tape, saying Gloria isn't his wife - it's blackmail. Leo's bookie, Troy, is also closing in, wanting to be paid. Bruno and Lily as well as Bruno and Julius have their own scams running, and Leo is their target. Maybe Leo can get Troy off his back, avoid Moose (Bruno's huge enforcer), send Gloria's corpse out of England, turn the tables on Bruno's murderous brother Caspar, and outfox Lily. Or is Lily his fox? It's a three-ring circus.",4.416,2000-05-05,Circus,5.2,20,['Troy '],[-3000]
180,[18],369630,Broth Soup (Persian: آش نذری‎‎) is a 2000 Iranian film written and directed by Hossein Shahabi .,0.6,2000-05-09,Broth Soup,9.5,1,"['Persia', 'Persian']","[-550, -550]"
181,"[18, 10752]",49709,"The film takes place in 1973 during the Yom Kippur War in which Egypt and Syria launched attacks in Sinai and the Golan Heights. The story is told from the perspective of Israeli soldiers. We are led by Weinraub and his friend Ruso on a day that begins with quiet city streets, but ends with death, destruction and devastation of both body and mind. Various scenes are awash in the surreal, as Weinraub's head hangs out over a rescue helicopter's open door, watching with tranquil desperation as the earth passes beneath, the overpowering whir of the blades creating a hypnotic state. It is not a traditional blood, guts and glory film. There are no men in battle, only the rescue crew trying to pick up the broken pieces.",1.952,2000-09-07,Kippur,5.3,22,['Egypt'],[-3150]
182,[],49414,Kort Om David Gray - Live - Sail Away - White Ladder - Late Night Radio - Faster Sooner Now - Lead Me Upstairs - Babylon - The Light - We're Not Right - Flame Turns Blue - This Years Love - Coming Down - Shine - A Century Ends - My Oh My; Wisdom - Silver Lining - Please Forgive Me,0.6,2000-07-02,David Gray - Live,6.0,1,['Babylon'],[-1700]
183,[35],193434,An Egyptian mechanic helps out a gang of street children.,1.467,2000-07-08,Belia We Demagho El Aliaa,4.5,8,['Egypt'],[-3150]
184,[18],369606,Wars and Treasure (Persian: جنگ و گنج‎‎) is a 2000 Iranian drama film Written and directed by Hossein Shahabi.,0.621,2000-09-11,Wars and Treasure,10.0,1,"['Persia', 'Persian']","[-550, -550]"
185,"[28, 12, 18, 10751, 10770]",222040,"Henry Jones Sr. takes his wife, son and the boy's tutor to the world's first psycho-analytical conference in Viena, Austria in November 1908. Young Indy meets Princess Sophie of Austia, daughter of Archduke Franz Ferdinand and develops deep feelings for her. He even asks Sigmund Freud, Carl Jung and Alfred Adler for love advice. On their next stop in Florance, Anna Jones becomes the object of affection for the persuasive opera composer Giacomo Puccini. With her husband away in Rome, Anna is torn between her feelings for her husband and the impulsive Italian.",2.248,2000-09-19,The Adventures of Young Indiana Jones: The Perils of Cupid,5.3,10,['Rome'],[-753]
186,[35],193457,"To watch a pornographic film in Egypt, you need four things: the videotape; a VCR; a television; and a place to watch it. Three horny Egyptian 20-somethings try to pull these elements together in a day-long 'mission-impossible' to watch what is euphemistically called ""thaqafi"" (cultural) -- a codeword for porn meant to keep parents, friends and colleagues out of the loop (and those in the know in).",1.281,2000-10-04,A Cultural Film,6.6,9,['Egypt'],[-3150]
187,"[35, 18]",255870,Former theatre actress comes back to Rome and meets old and new friends.,0.728,2000-11-01,Roman Summer,7.8,11,['Rome'],[-753]
188,[18],319622,"“The Nineties had a pretty bad start”, this is how Vincent Dieutre introduces us to the shadows of his personal universe in those years going through Utrecht, Naples and Rome. In these three cities and two love affairs guide a homosexual man on his nightly search for lost beauty. In a cross between a diary and a baroque play the film reconstructs the fragments of a fateful journey against a Caravaggio backdrop. Painting, sensuality, losing oneself in a cityscape: the Leçons de ténèbres form an obscure fresco, a white-hot collage of trashy vanity.",0.6,2001-01-17,Tenebrae Lessons,5.0,4,['Rome'],[-753]
189,"[10751, 10749]",61373,"Already a couple for 3 years, teenagers Eva and Adam are happy together. But when friends start joking about an impending marriage, Eva is angered and decides to dump Adam. Hurt and upset, Adam seeks comfort with Petra. But when Eva learns about Adam's new romance, she realizes she's made a mistake and sets out to win him back.",1.308,2001-01-19,Eva & Adam: Four Birthdays and a Fiasco,4.5,6,['Petra'],[-1200]
190,[18],49942,"A woman faces a variety of emotional crises as she spends the summer interacting in differing ways with friends, family, and lovers in this drama. Valerie is an author in her early thirties who has just moved to Berlin, while her best friend Sophie will be spending the summer in Rome.",1.171,2001-09-20,Passing Summer,5.6,8,['Rome'],[-753]
191,[18],136988,"Ever wonder what it was like to be in the middle east during the Gulf War of the early 90s? Sure, many films and TV shows have portrayed what it was like for the UN forces. This film takes you into the melee from the perspective of Egyptians -- who were sharply divided about the war -- and their daily lives, which, as one sees, form the basis of their foundation for understanding/approaching the war. And it really is these ""every day"" realities that make up the bulk of the film.",0.6,2001-03-03,The Storm,4.0,1,['Egypt'],[-3150]
192,[18],369597,Rain Tree (Persian: درخت بارانی‎‎) is a 2001 Iranian drama film Written and directed by Hossein Shahabi.,0.6,2001-03-11,Rain Tree,9.5,1,"['Persia', 'Persian']","[-550, -550]"
193,[10402],267907,"La Cenerentola, ossia La bontà in trionfo (Cinderella, or Goodness Triumphant) is an operatic dramma giocoso in two acts by Gioachino Rossini. The libretto was written by Jacopo Ferretti, based on the fairy tale Cendrillon by Charles Perrault. The opera was first performed in Rome's Teatro Valle on 25 January 1817.---- IMDB id refers to Great Performances: Season 24, Episode 12 La Cenerentola (3 Apr. 1996) from Houston Grand Opera so release date is misleading.",0.6,2001-06-17,Rossini: La Cenerentola,9.0,1,['Rome'],[-753]
194,[18],80811,"The indoctrination of Gerrit Wolfaardt is complete: his family traditions, history, culture- even his church-have taught him that black South Africans are a cancer in the land. Under the eye of prominent members of the government and military, Gerrit develops a diabolical plan to rid South Africa of its ""black danger."" Before his plans can be carried out, he meets two people who will put him on a collision course with his future: Celeste, an open-minded University student, and Peter Lekota, a pastor who challenges Gerrit's prejudice. His ""final solution"" meets its greatest obstacle when Gerrit realizes he is wrong. The Persecutor becomes the Peacemaker and begins to seek reconciliation between whites and blacks. However, in the turbulent last days of apartheid, there are those who doubt his transformation. One such person is Moses Moremi, whom Gerrit had once violently attacked. In the end, it is Moses who must choose between peace and bloodshed.",0.6,2001-08-01,Final Solution,9.5,1,['Moses'],[-1250]
195,"[18, 10749]",46098,"Antonio is a fallen angel, a rootless chauffeur in Rome, who relates only to the lonely heroes in the pulp fiction novels he grew up with. Only through a change encounter with Maria, a woman struggling to hold onto her daughter and her business, does he discover a hope that's been in his detached existence.",1.978,2001-09-10,Light of My Eyes,6.5,23,['Rome'],[-753]
196,[18],369590,The Photo (Persian: عکس‎‎) is a 2001 Iranian drama film Written and directed by Hossein Shahabi,0.6,2001-10-13,The photo,10.0,1,"['Persia', 'Persian']","[-550, -550]"
197,[18],81748,The Day Reagan Was Shot is a 2001 film made for television directed by Cyrus Nowrasteh. The film stars Richard Dreyfuss as Alexander Haig and Richard Crenna as Ronald Reagan.,3.111,2001-12-09,The Day Reagan Was Shot,5.8,8,['Cyrus'],[-550]
198,"[10402, 10751]",587080,It's Tutter's birthday and viewers are invited to join Bear and the gang in the Big Blue House as they work together to plan a surprise party for Tutter. This stage production features many of the voices from the show and many of its songs as well.,0.912,2002-06-12,Bear in the Big Blue House LIVE! - Surprise Party,9.0,1,['Tut'],[-1332]
199,[35],53039,"411 BC, Sparta and Athens are in a endless war, but Lisistrata, a beautiful woman has an idea to stop the fight, and convinces all the women to do it: no sex until there is peace.",1.806,2002-09-13,Lisístrata,4.8,12,['Sparta'],[-1000]
200,"[18, 10770]",26934,"The Boyajian family learned of 18-year-old John's death in the Persian Gulf War on Christmas Eve eleven years earlier and have not celebrated Christmas since. They have been so consumed by his death that they have forgotten the joys of the holidays, until a mysterious visitor enters their lives and rekindles the spirit of the season.",1.514,2002-11-24,A Christmas Visitor,5.4,15,"['Persia', 'Persian']","[-550, -550]"
201,"[28, 12, 35, 18, 10751, 10749]",39227,"Teenage sisters Charli and Lola are on the verge of an experience beyond their wildest dreams! Pack your bags and jet off to Rome as the girls start their summer internship working for the legendary Derek Hanson - the totally cool international tycoon whose empire reaches from airlines to cutting-edge fashion. Amid the fabulous sights of this exciting city, the girls do their best to impress their boss, while still finding time to design their own line of very hip clothing, meet some very cute guys and turn their summer abroad into one awesome adventure they - and you - will never forget!",9.983,2002-11-26,When in Rome,5.9,262,['Rome'],[-753]
202,[],305731,"This is the third Olympia based story from Richard Anthony Films. The story revolves around a young gay boy, the son of a Baptist preacher, who has not spoken since he witnessed a traumatic murder at a very young age. He is driven from his back country home by his abusive father, and travels to Olympia where he meets a young store owner who takes him in. This is the heartwarming story of young love set in Washington state. Follow this young pair as they fall in love and through caring and understanding the young boy regains his ability to speak.",0.661,2002-12-23,Murder in Portland,5.0,2,['Olympia'],[-776]
203,[],40551,"Os Paralamas do Sucesso Uns Dias Ao Vivo é o título do lançamento de uma das bandas pop-rock mais respeitadas do país. Reunindo o melhor do repertório do grupo e contando com várias participações especiais. O show, gravado em novembro de 2003, no Olympia, em São Paulo, mostra a banda em um dos seus melhores momentos.",0.6,2003-01-05,Os Paralamas do Sucesso - Uns Dias Ao Vivo,8.0,1,['Olympia'],[-776]
204,[10402],146509,"This may have been billed as a Jazz festival, but the dish served up by Solomon is one of pure Soul.The concert footage was taken in 2003 which has both its advantages and its drawbacks.On the positive side it means that we are treated to numbers from his excellent ""Don't Give Up On Me"" album which was released last year, on the negative side it means we are not seeing Solomon at his youthful best.Always a big man, Solomon looks portlier and less mobile than ever, and needed some help to reach his 'throne' on stage.The ""King of Rock and Soul"" delivers the bulk of the concert from this sitting position, so anybody expecting slick choreography would be sorely disappointed.",0.901,2003-04-08,Solomon Burke - Live At North Sea Jazz,4.3,2,['Solomon'],[-970]
205,"[35, 18]",418319,"Qadry Al-Minyawi is a widowed husband and a father of four adult sons Mahmoud, Ibrahim, Abdulrahman and Hussien. When he is later appointed as the new minister of youth and sports, his old friend asks him to host his Danish sister-in-law Anita who is studying for her P.Hd. and visiting Egypt for the first time. Qadry feels concerned about Anita's presence and how her attractiveness and sex appeal drive all men crazy especially his sons.",1.791,2003-08-06,The Danish Experience,5.5,13,['Egypt'],[-3150]
206,"[35, 18, 10749]",44107,"A Palestinian girl of 17 who wants to get married to the man of her own choosing. Rana wakes up one morning to an ultimatum delivered by her father: she must either choose a husband from a preselected list of men, or she must leave Palestine for Egypt with her father by 4:00 that afternoon.",0.6,2003-08-22,Rana's Wedding,6.0,4,['Egypt'],[-3150]
207,"[35, 18]",18503,"When her father, Giancarlo is transferred to Rome from the small country town of Montalto Di Castro, Caterina, a 12 years old girl, will discover her new classmates, a totally new world, an ambient extremely divided politically.",4.11,2003-10-24,Caterina in the Big City,6.6,199,['Rome'],[-753]
208,[18],211313,"Zaman is a sweet and sad story about love and devotion, hope and fear. Zaman (Sami Kaftan), and his wife, Najma (Shatha Salim), have built their happy life together in their house of reeds and, though childless, adopted a boy, Yacine (Hussein Imad), orphaned by the 1991 Gulf War. They have lived a quiet, contented existence until Najma falls ill. The local doctor tells them she needs surgery or some special medicine he does not have. And so Zaman sets off in his small boat and journeys up the Tigris to Baghdad in search of the precious cure. Thus begins the journey of salvation and discovery for ""Zaman, the Man of the Reeds.""",0.6,2003-11-01,Zaman - The Man from the Reeds,6.5,4,['Tigris'],[-1700]
209,"[18, 35, 10749]",56946,"Hamo, a handsome 60-year old man, lives alone in a Romenian village with one of his daughters and his granddaughter. He also owns a retirement of seven dollars per month, a closet, an old russian television set and a military costume.A letter from his second daughter arrives from France.A rumor runs through the village: the envelope would be full of money...But Hamo doesn't think but of the beautiful unknown girl from the cemetery.",1.921,2003-11-21,Vodka Lemon,6.7,20,['Rome'],[-753]
210,"[18, 36, 10749]",58933,"Caesar Augustus tells of how he became the emperor to his reluctant daughter, Julia following the death of her husband Agrippa.",1.988,2003-11-29,Augustus: The First Emperor,5.8,10,['Caesar Augustus'],[-63]
211,"[35, 18]",16730,During his journey to Jerusalem young James learns the meaning of being Israeli.,0.652,2003-12-31,James' Journey to Jerusalem,7.5,4,['Jerusalem'],[-2800]
212,"[12, 36, 10752]",652,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnom to help him get her back. Agamemnon sees this as an opportunity for power. So they set off with 1,000 ships holding 50,000 Greeks to Troy. With the help of Achilles, the Greeks are able to fight the never before defeated Trojans.",48.602,2004-05-03,Troy,7.1,8084,"['Achilles', 'Sparta']","[-1300, -1000]"
213,"[18, 53]",58193,"Valeria is a passive onlooker to her own life in Turin, and she grows so obsessed with the activities of her neighbor Massimo that when he moves to Rome she decides to follow him. There she meets and unexpectedly befriends Massimo's companion Flavia, and becomes enmeshed in both of their lives.",0.6,2004-05-07,The Spectator,6.4,5,['Rome'],[-753]
214,[10402],40204,Recorded live in May of 2004 at the Olympia in Sao Paulo. Features new songs along with some of their greatest hits.,0.6,2004-06-14,Bruno & Marrone - Ao Vivo(2004),10.0,1,['Olympia'],[-776]
215,[],140718,"Tito is the second installment in the new-wave Egyptian action movies. After Mafia by Sherif Arafa, which was a breakthrough in Egyptian cinema making, Tarek El-Aryan brings us Tito, the next logical step. Very simply, this movie is about an ex-con who tries to escape his sinful life by starting a new one, but his past comes back to haunt him. The reason, why Tito is better than Mafia is because the script and story line in Tito is more complex, and some of the characters had real depth in them and where fully developed throughout the movie.",1.743,2004-06-23,Tito,7.6,9,['Egypt'],[-3150]
216,[35],455657,"Mohy Al-Sharqawi is a young man whose grandfather and his uncles form a smuggling gang. As Mohy is a coward who cannot go along with them, he goes to live with his mother and step-father but they send him to China to represent Egypt in a cooking competition which gets him into a lot of troubles",2.43,2004-08-08,The Great Fava Beans of China,6.3,16,['Egypt'],[-3150]
217,"[35, 80, 10749]",56336,"This hilarious comedy is about a young man, who like many young Egyptians, is going through the day to day struggle of being unemployed. He manages to get by with odd jobs here and there until he falls in love with a conservative girl who inspires him to build a more stable life.",1.711,2004-08-17,The Beach Loafer,5.0,6,['Egypt'],[-3150]
218,[10402],31859,"Anastacia: Live at Last is a DVD collection from pop/rock music singer Anastacia, released on March 27, 2006. It is her first full live concert DVD. It includes footage from her Live at Last tour concerts in Berlin (Velodrom – October 24, 2004) and Munich (Olympiahalle – October 26, 2004).  01. Opening Sequence 02. Intro 03. Seasons Change 04. Why'd You Lie To Me 05. Sick And Tired 06. Secrets 07. Not That Kind 08. Funky Band Breakdown 09. Freak Of Nature 10. Ballet Interlude 11. Black Roses 12. You'll Never Be Alone 13. Heavy On My Heart 14. Welcome To My Truth 15. Underground Army 16. Who's Gonna Stop The Rain 17. Overdue Goodbye 18. Time 19. Left Outside Alone 20. I Do 21. Make a Difference Exit 22. Paid My Dues 23. I'm Outta Love",0.914,2004-10-24,Anastacia: Live at Last,5.5,1,['Olympia'],[-776]
219,[35],25363,"One hot summer day in New Orleans, BJ (Troy Anders) tries to keep his deceased brother's legacy alive by throwing the hottest, rip-roaring block party of the summer. But he has a few obstacles to overcome first, one jealous baby-mamma and a crooked cop trying to sabotage the whole event.",2.606,2004-11-11,Da Block Party,4.0,2,['Troy '],[-3000]
220,"[53, 80]",163,"Danny Ocean reunites with his old flame and the rest of his merry band of thieves in carrying out three huge heists in Rome, Paris and Amsterdam – but a Europol agent is hot on their heels.",26.799,2004-12-09,Ocean's Twelve,6.5,5789,['Rome'],[-753]
221,"[35, 10402]",102475,"Dino and Franco, two mechanics in Rome, unrepentant bachelor and friends to the skin, leave for Las Vegas to attend the international gathering of Harley-Davidson, one of the great passions they have in common ...",2.054,2005-03-11,The Clan,4.4,26,['Rome'],[-753]
222,"[35, 18]",111998,"Ca sa poata trai, batrana Nica (Rodica Tapalaga) isi transforma casa de la tara intr-o ""pensiune"" anemica, falimentara. Singurele sale bucurii sunt cicalitul cainelui si programul de stiri de la televizor. Din singuratate, ea se inchipuie uneori eroina de telenovela: in secret, Nica este indragostita de prezentatorul de stiri Paul (Mircea Radu). Batrana hotaraste sa faca o calatorie la Bucuresti, unde fiica ei, Tuta (Cecilia Barbora), sora medicala, locuieste impreuna cu concubinul ei, Jenel (Valentin Teodosiu) si cu Marilena (Beatrice Benezi), fiica ei de 15 ani. In capitala, pasiunea sa pentru Paul ia forme paroxistice. Nica acapareaza telecomanda pentru a ramane pe acelasi canal de televiziune pentru care Paul prezinta stirile, ceea ce-i va atrage ironiile familiei. Ajunge chiar sa-l caute pe ""cerbisorul"" ei la Televiziune, ii scrie, expunandu-se la umilinte si batjocura. Rezista insa pana o doboara boala si rusinea. Totul culmineaza cu tentativa batranei de a se sinucide...",0.6,2005-04-08,The Nervous System,5.3,3,['Tut'],[-1332]
223,[10402],391918,"Throughout three decades, Bill Laswell has been a constant innovator, fusing seemingly disparate genres into a whole new sound. Touching upon everything from worldbeat, funk, rock, hip-hop and jazz, there are no limits to his experimental approach.  Among his many talents is his ability to bring together well-matched singers and players to create a distinct style that defies easy classification. His Soundstage episode embodies his unique approach, transcending any genre boundaries and delivering an engaging performance. From the World Beat of Tabla Beat Science, to the jazzy flavors of Pharoah Sanders backed by Material, it’s an exciting mix. Other surprises include a rocking Buckethead set that includes a little breakdancing and songs by Praxis. The show culminates with an all-star performance, funked up by Bootsy Collins.",0.6,2005-05-04,Bill Laswell - World Beat Sound System: Live at Soundstage,10.0,1,['Pharoah'],[-3150]
224,[18],28705,"Smadar (Smadar Sayar) and Mirit (Naama Schendar), both 18 years old, are assigned to patrol the streets of Jerusalem together as part of their military service. Worlds apart in their personality their initial frosty relationship changes to friendship as they deal with their own emotional issues, the crushes and break-ups in their love lives, as well as the political realities.",1.959,2005-07-15,Close to Home,5.7,14,['Jerusalem'],[-2800]
225,"[10749, 18]",223730,"Two months ago, his girlfriend left him. One month ago, he lost both of his jobs after a nervous breakdown. He can't work in his mom's flower shop because he's allergic to pollen and paperwork. Single, lonely, and jobless, Aaron expends his time and energy nurturing a long standing crush on his best friend Sara. Meanwhile, his other best friend, Erik, sells pot to his kid sister Erin (behind his back, naturally). If he manages to get out of bed, Aaron may mow the lawn, or he may reconstruct Stonehenge with a set of encyclopedias. To avoid embarrassing himself, he makes sure to rehearse all of his conversations in advance. Aaron sees something approaching on the horizon. Whether it's his future or his doom, apparently it drives a white SUV.",0.682,2005-09-09,Quietly On By,5.7,3,['Stonehenge'],[-2500]
226,[],875219,"To escape evils of the Civil War, Cyrus removes his small family and random war prisoners by way of hot air balloon. Once landing on an island, the group finds they are surrounded by danger from giant insects and gold-craving pirates. Turned away by the only safe haven on the island, owned by Captain Nemo, played by Sir Patrick Stewart, the group is forced to find shelter and survive.",1.96,2005-09-17,Mysterious Island,4.0,1,['Cyrus'],[-550]
227,[],132353,"Amid an escalating war in Iraq, rising terror levels and the threat of nuclear attack, a growing body of intellectuals, religious leaders and community organizers are getting tough with their questions about peace -- and that's no oxymoron. To shed light on the answers, filmmakers Gabriele Zamparini and Lorenzo Meccoli record a variety of speakers, including Noam Chomsky, Desmond Tutu, Scott Ritter, Pete Seeger, Howard Zinn and Gore Vidal.",2.078,2005-09-20,The Peace!,6.5,2,['Tut'],[-1332]
228,"[18, 10752]",25,"Jarhead is a film about a US Marine Anthony Swofford’s experience in the Gulf War. After putting up with an arduous boot camp, Swofford and his unit are sent to the Persian Gulf where they are eager to fight, but are forced to stay back from the action. Swofford struggles with the possibility of his girlfriend cheating on him, and as his mental state deteriorates, his desire to kill increases.",16.83,2005-11-04,Jarhead,6.6,2144,"['Persia', 'Persian']","[-550, -550]"
229,[18],103638,"Maria Callas, one of the most talented opera singers of her time, seemed to have it all. Coming from humble origins, she always felt slighted by her mother's preference for her sister. She grew up in an unhappy environment, until her career in the operatic world took off. Aristotles Onassis also came from a poor Greek family. His ambition took him places where others dare not go and became a shipping magnate whose great wealth bought his entry into an international society he didn't ever dreamed of entering.  These two powerful personalities were so much alike that their own passion served to destroy them.",1.59,2005-11-06,Callas & Onassis,7.3,5,['Aristotle'],[-384]
230,"[35, 18, 53]",28868,"The Sethna family resides in the hills of Panchgani. A retired sculptor Dinshaw heads the family of Dinshaw's wife Katy , brother Farokh, sister-in-law Tina and second brother Fardoonjee . When the bizarre Cyrus comes into their lives, it is soon revealed that things aren't quite right with the Sethna family",1.921,2005-12-08,Being Cyrus,5.8,15,['Cyrus'],[-550]
231,"[18, 10749]",136510,"After studying literature at Cairo University, Dunia, 23 years old, wants to become a professional dancer. She attends audition for an oriental dance contest where she recites Arabian poetry without any body movement. She explain to the perplexed jury that a woman can't move her body or evoke act of love when society ask women to hide their femininity. She is selected and meet Beshir, an intellectual and activist who will supervise her thesis on ecstasy in Sufi love poetry. Their attraction is mutual. This could be liberation for Dunia but the constraints on women in Egyptian society goes deeper than she suspects.",0.6,2006-09-06,Dunia,6.0,4,['Egypt'],[-3150]
232,"[35, 10749]",17028,"How far would you go to get the person of your dreams? With the help of Gwen and Tiffani, Kyle pretends to be heterosexual in order to land Troy, the new guy (and nude model) who's turning the heads of both men and women. He soon finds himself joining the campus ex-gay support group and nabbing a girlfriend! Kyle's ex-boyfriend Marc is horrified at the plan and decides to pursue the confused Troy with his own tactic -- being his ""out"" gay self. Who will win Troy first?",8.859,2006-01-01,Eating Out 2: Sloppy Seconds,6.3,61,['Troy '],[-3000]
233,[35],33365,"Rome, 1989. Luca Molinari meets Claudia in a party, both of them are stressed about the upcoming final exams. Luca falls in love with the girl and now spends his time looking for her.  He is assisted by his inseparable friends:  Alice, Richard, Simon and Maximilian in his journey to find the girl he has fallen in love with.",6.534,2006-02-17,The Night Before the Exams,6.5,925,['Rome'],[-753]
234,"[18, 53, 9648]",49767,"Still reeling from the painful breakup of his marriage to screen siren Rita Hayworth, iconic filmmaker Orson Welles (Danny Huston) makes his way to Rome, where he gets pulled into a tangled political plot involving murder and mysterious motives. A beautiful actress (Paz Vega) proves a tempting distraction. But if they want to stay alive, Welles and his young Italian driver (Diego Luna) need to stay focused.",3.273,2006-03-09,Fade to Black,4.7,11,['Rome'],[-753]
235,[],127030,"In a small town in Argentina, where he arrives Carlos (Gaston Pauls), a young architect, to design a complex of cottages. The architect, partner in crisis, strikes up a casual relationship with Estela (Marina Vilte), a 13-year instead, without realizing that this encounter, naive and Plato, make the girl discovers love and end up make it a teenager. Only the arrival of his wife, Ana (Ariadna Gil), who will try to mend her relationship, she will discover the importance of that feeling that you've already lost.",0.6,2006-06-15,A Star and Two Coffees,5.3,3,['Plato'],[-428]
236,"[18, 10402, 10749]",193419,A biopic of Egyptian singer Abdel-Halim Hafez.,0.6,2006-07-12,Halim,8.5,2,['Egypt'],[-3150]
237,"[12, 18]",39301,"Through the streets of Jerusalem two teenagers' stories will unite to tell the summer adventure of their lives. Tamar is an amazingly talented but very quiet and insecure girl, who leaves behind her home and all she knows, changing herself unrecognizably -from her looks to her attitude- to brace herself for a dangerous mission to help a loved-one. Asaf, a clumsy, naive, and very shy boy working a boring summer job at City Hall, is given quite a mission himself : to take an uncontrollable stray dog from the pound, put it on a leash, and let it lead him back to its owners to be fined. The more stories Asaf hears about this extraordinary girl, the more he falls for her, and as he and Dinkah continue their journey Asaf becomes aware that Tamar is in grave danger.",0.84,2006-07-13,Someone to Run With,6.3,10,['Jerusalem'],[-2800]
238,[18],480391,"Rome, 1947. The war is over but in the eternal city is still open and obvious wounds of the conflict. In the maternity ward of a hospital, nine women are waiting to give birth...",1.536,2006-09-01,Forget You Not,10.0,2,['Rome'],[-753]
239,[18],15005,"This amazing biblical drama chronicles the brave and historic legend of Hadassah, a Jewish orphan with exceptional beauty who rises to become Queen Esther of Persia and saves Persian Jews from genocide. By revealing her heritage to the king, Esther thwarts the evil prime minister's plan to annihilate all Jews in the Persian Empire. The annual festival of Purim is inspired by her heroism.",9.328,2006-10-10,One Night with the King,6.6,46,"['Persia', 'Persian']","[-550, -550]"
